Action id,"
Municipality/Region name ",Province,"Policy lever (voluntary, price, investments, mandating) (i.e., mode of governance)","Strategy
(Managable Coding)","Action
(Managable Coding)","Internal funding secured (i.e., funding from local gov budget) - Yes/No","External funding secured (e.g., from private sector, provincial/ferderal govt, etc.) - Yes/No","Project stage (e.g., planned, underway, ongoing, complete, not indicated)"
ID-City of Richmond-008,City of Richmond,British Columbia,Price signals,Subsidize Capacity Building,Support efforts to train professionals in the building industry,Yes,No,Ongoing
ID-City of Richmond-009,City of Richmond,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,No,Planned
ID-City of Richmond-010,City of Richmond,British Columbia,Mandates,Mandate Performance Improvement of Existing Buildings,,No,No,Planned
ID-City of Richmond-011,City of Richmond,British Columbia,Mandates,Mandate Reporting,Adopt Building Energy and Reporting Disclosure ordinances,No,No,Planned
ID-City of Richmond-012,City of Richmond,British Columbia,Public investment,Invest in Technology Development and Deployment ,Support Municipal Strategic Energy Management program,No,No,Planned
ID-City of Richmond-013,City of Richmond,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Planned
ID-City of Richmond-014,City of Richmond,British Columbia,Public investment,Invest in Technology Development and Deployment ,Support Municipal Strategic Energy Management program,No,No,Planned
ID-City of Richmond-015,City of Richmond,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Planned
ID-City of Richmond-016,City of Richmond,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Planned
ID-City of Richmond-017,City of Richmond,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,Yes,Planned
ID-City of Richmond-018,City of Richmond,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or Improve access to specialized financing for low income households for retrofitting and efficiency improvements,Yes,No,Planned
ID-City of Richmond-019,City of Richmond,British Columbia,Public investment,Invest in Technology Development and Deployment ,City piloting of new building technologies,No,No,Planned
ID-City of Richmond-020,City of Richmond,British Columbia,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Planned
ID-City of Richmond-021,City of Richmond,British Columbia,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,No,No,Planned
ID-City of Richmond-022,City of Richmond,British Columbia,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Planned
ID-City of Richmond-023,City of Richmond,British Columbia,Public investment,Invest in Technology Development and Deployment ,City piloting of new building technologies,No,No,Planned
ID-City of Richmond-024,City of Richmond,British Columbia,Public investment,Expand capacity of efficient heating and cooling\Invest in Technology Development and Deployment,Develop and expand low- to no-carbon district heating and cooling systems ,Yes,No,Planned
ID-City of Richmond-025,City of Richmond,British Columbia,Mandates,Mandate Reporting,Adopt Building Energy and Reporting Disclosure ordinances,No,No,Planned
ID-City of Richmond-026,City of Richmond,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,No,Planned
ID-City of Richmond-027,City of Richmond,British Columbia,Public investment,Invest in Technology Development and Deployment ,City piloting of new building technologies,Yes,No,Planned
ID-City of Richmond-028,City of Richmond,British Columbia,Mandates,Mandate Performance Improvement within buildings activity sector ,Advocate to higher levels of government for new mitigation mandates for buildings,No,No,Planned
ID-City of Sault Ste. Marie-001,City of Sault Ste. Marie,Ontario,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,Yes,Yes,Ongoing
ID-City of Sault Ste. Marie-002,City of Sault Ste. Marie,Ontario,Voluntary action,Encourage Improved Energy Efficiency Performance of Existing Buildings,"Support best practice information sharing among, for example, building owners, industry, and other stakeholders. ",Yes,Yes,Ongoing
ID-City of Sault Ste. Marie-003,City of Sault Ste. Marie,Ontario,Voluntary action,Encourage Improved Energy Efficiency Performance of Existing Buildings,"Support best practice information sharing among, for example, building owners, industry, and other stakeholders. ",Yes,Yes,Ongoing
ID-City of Sault Ste. Marie-004,City of Sault Ste. Marie,Ontario,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,Yes,Yes,Underway
ID-City of Sault Ste. Marie-005,City of Sault Ste. Marie,Ontario,Price signals,Subsidize Capacity Building,Support efforts to train professionals in the building industry,Yes,Yes,Underway
ID-City of Sault Ste. Marie-006,City of Sault Ste. Marie,Ontario,Voluntary action,Encourage Improved Energy Efficiency Performance of Existing Buildings,"Promote voluntary “stretch” building energy conservation codes, green-building principles, and retrofits by providing information, technical assistance, resources, and/or facilitating partnerships",Yes,Yes,Underway
ID-City of Sault Ste. Marie-007,City of Sault Ste. Marie,Ontario,Mandates,Mandate Performance Improvement of Existing Buildings,Require higher standards for energy efficiency of appliances,Yes,Yes,Planned
ID-City of Sault Ste. Marie-008,City of Sault Ste. Marie,Ontario,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",Yes,Yes,Underway
ID-City of Sault Ste. Marie-009,City of Sault Ste. Marie,Ontario,Price signals,,,Yes,Yes,Underway
ID-City of Sault Ste. Marie-010,City of Sault Ste. Marie,Ontario,Voluntary action,Encourage Improved Energy Efficiency Performance of Existing Buildings,Conduct building energy performance challenges,Yes,Yes,Underway
ID-City of Sault Ste. Marie-011,City of Sault Ste. Marie,Ontario,Public investment,Invest in Technology Development and Deployment ,City piloting of new building technologies,Yes,Yes,Planned
ID-City of Sault Ste. Marie-012,City of Sault Ste. Marie,Ontario,Public investment,Invest in Technology Development and Deployment ,City piloting of new building technologies,Yes,Yes,Planned
ID-City of Sault Ste. Marie-013,City of Sault Ste. Marie,Ontario,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,Yes,Planned
ID-City of Sault Ste. Marie-014,City of Sault Ste. Marie,Ontario,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,Yes,Yes,Underway
ID-City of Sault Ste. Marie-015,City of Sault Ste. Marie,Ontario,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,Yes,Yes,Underway
ID-City of Sault Ste. Marie-016,City of Sault Ste. Marie,Ontario,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",Yes,Yes,Planned
ID-City of Sault Ste. Marie-017,City of Sault Ste. Marie,Ontario,Public investment,Invest in Technology Development and Deployment ,Support Municipal Strategic Energy Management program,Yes,Yes,Planned
ID-City of Sault Ste. Marie-018,City of Sault Ste. Marie,Ontario,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,Yes,Yes,Underway
ID-City of Sault Ste. Marie-019,City of Sault Ste. Marie,Ontario,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,Yes,Yes,Planned
ID-City of Sault Ste. Marie-020,City of Sault Ste. Marie,Ontario,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,Yes,Yes,Planned
ID-City of West Hants-001,City of West Hants,Nova Scotia,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,No,No,Underway
ID-City of West Hants-002,City of West Hants,Nova Scotia,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,No,No,Underway
ID-City of West Hants-003,City of West Hants,Nova Scotia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,No,Underway
ID-Comox Valley-001,Comox Valley,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Not indicated
ID-Comox Valley-002,Comox Valley,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Not indicated
ID-Comox Valley-003,Comox Valley,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,No,Not indicated
ID-Comox Valley-004,Comox Valley,British Columbia,Mandates,Mandate Performance Improvement of Existing Buildings,"Require “deep” retrofitting of buildings at designated intervention points: time of sale/purchase, financing, major renovation of building or space, and rebuilding",No,No,Not indicated
